Starting Experiment with Threshold 0.01
Optimisation 1
Stopping on first fine-grained match below threshold
Filename, Fine-grained tries, Measure, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000576,1,0.01908698559358094,16451,1045714,1028
0000000577,1,0.019327782167385888,16453,1045716,1026
0000000578,1,0.01908234579155272,16455,1045718,1057
0000000579,1,0.017872340425531916,16450,1045713,1024
0000000580,1,0.01922499249023731,3329,1045705,38
0000000581,1,0.018558951965065504,3664,1045705,95
0000000582,1,0.46153846153846156,13,1045706,12
0000000583,1,0.0,166,1045707,14
0000000584,1,0.019306184012066366,3315,1045694,37
0000000585,1,0.0,166,1045724,14
0000000586,1,0.0,1,1045753,3
0000000587,1,0.125,16,1045764,10
0000000588,1,0.01774752324803987,16453,1045749,936
0000000589,1,0.02034587995930824,9830,1045736,372
0000000590,1,0.018247065263670093,16441,1045735,995
0000000591,1,0.022059677232091027,8613,1045735,261
0000000592,1,0.024640657084188913,974,1045736,8
0000000593,1,0.022439893143365985,5615,1045737,92
0000000594,1,0.0,80,516582,4
0000000595,1,0.0194884287454324,4926,516610,90
0000000596,1,0.024896265560165973,482,516585,29
0000000597,1,0.005988023952095809,334,516589,3
0000000598,1,0.25,4,516582,1
0000000599,1,0.0,108,348372,3
0000000600,1,0.019367588932806323,5060,348421,77
0000000601,1,0.008316008316008316,481,348426,4
0000000602,1,0.005988023952095809,334,348429,3
0000000603,1,0.25,4,348429,2
0000000604,1,0.01440922190201729,1388,1045780,10
0000000605,1,0.009569377990430622,627,1045589,10
0000000606,1,0.0,9,1045590,9
0000000607,1,0.007532956685499058,531,1045870,10
0000000608,1,0.0,80,1045742,14
0000000609,1,0.0194884287454324,4926,1045771,92
0000000610,1,0.024896265560165973,482,1045777,15
0000000611,1,0.005952380952380952,336,1045796,14
0000000612,1,0.5,4,1045796,2
0000000613,1,0.01931604203365122,16463,1045804,922
0000000614,1,0.0,1,348487,2
0000000615,1,0.375,16,348487,3
0000000616,1,0.019317215405175555,16462,1045794,989
0000000617,1,0.01921590281612369,9055,1045793,276
0000000618,1,0.01787777439951353,16445,1045778,1004
0000000619,1,0.02043478260869565,9200,1045770,292
0000000620,1,0.02190038855528082,2831,1045779,44
0000000621,1,0.01834862385321101,218,664164,6
0000000622,1,0.0,1,664164,2
0000000623,1,0.0,16,664164,3
0000000624,1,0.007978723404255319,752,664174,12
0000000625,1,0.018864958339883667,6361,1045797,144
0000000626,1,0.01834862385321101,218,1045796,19
0000000627,1,0.0,1,1045796,4
0000000628,1,0.0,16,1045796,21
0000000629,1,0.019873033397736682,7246,1045777,206
0000000630,1,0.019209726443768997,16450,1045780,995
0000000631,1,0.01763239496564723,16447,1045790,952
0000000632,1,0.0225976305397104,9116,1045780,384
0000000633,1,0.020353982300884955,2260,1045775,21
0000000634,1,0.019091627652459416,16447,1045794,915
0000000635,1,0.019088145896656535,16450,1045797,988
0000000636,1,0.017875600413449263,16447,1045795,978
0000000637
