Starting Experiment with Threshold 0.001
Optimisation 1
Stopping on first fine-grained match below threshold
Filename, Fine-grained tries, Coarse-grained Measure, comparisons#, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000332,0,0.0,909883,16,1045128,14
0000000333,0,0.0,909878,37,1045127,13
0000000334,0,0.0,909881,353,1045128,17
0000000335,0,0.0,204861,202,303209,5
0000000336,0,0.0,5,1,303208,1
0000000337,0,0.0,204859,16,303207,4
0000000338,0,6.325110689437065E-4,241967,3162,1045802,5
0000000339,0,0.0,241968,1711,1045803,6
0000000340,0,9.731176255929935E-4,241955,16442,1045791,6
0000000341,0,9.72821791208123E-4,241950,16447,1045796,5
0000000342,0,9.725261366399222E-4,241949,16452,1045801,5
0000000343,0,9.722306617244941E-4,241950,16457,1045806,5
0000000344,0,9.726443768996961E-4,241954,16450,1045799,5
0000000345,0,9.722897423432182E-4,241949,16456,1045822,7
0000000346,0,8.92936869363336E-4,241965,11199,1045825,5
0000000347,0,0.0,582399,709,1045580,9
0000000348,0,0.0,41158,9,1045574,2
0000000349,0,9.722306617244941E-4,241958,16457,1045857,6
0000000350,0,9.728809436945154E-4,241963,16446,1045862,5
0000000351,0,9.725261366399222E-4,241962,16452,1045869,5
0000000352,0,9.734136399586299E-4,241963,16437,1045853,6
0000000353,0,7.928642220019821E-4,241972,5045,1045858,6
0000000354,0,9.305210918114144E-4,241969,6448,1045866,5
0000000355,0,9.72821791208123E-4,241956,16447,1045874,6
0000000356,0,7.774538386783285E-4,241975,5145,1045899,6
0000000357,0,9.719944110321366E-4,241964,16461,1045892,5
0000000358,0,9.42951438000943E-4,241966,4242,1045893,7
0000000359,0,9.721715882853323E-4,241957,16458,1045887,6
0000000360,0,9.727035078120251E-4,241962,16449,1045881,6
0000000361,0,9.722306617244941E-4,241970,16457,1045883,6
0000000362,0,9.719944110321366E-4,241964,16461,1045885,6
0000000363,0,9.728809436945154E-4,241958,16446,1045868,5
0000000364,0,9.709327022270769E-4,241964,16479,1045899,7
0000000365,0,8.581849388543231E-4,241967,9322,1045878,6
0000000366,0,9.107468123861566E-4,241965,6588,1045871,6
0000000367,0,9.71699259079315E-4,241965,16466,1045881,5
0000000368,0,9.709916251972327E-4,241961,16478,1045893,7
0000000369,0,9.721125220244244E-4,241966,16459,1045870,10
0000000370,0,9.72821791208123E-4,241966,16447,1045854,5
0000000371,0,9.720534629404617E-4,241960,16460,1045868,6
0000000372,0,8.344923504867872E-4,241971,7190,1045854,10
0000000373,0,9.720534629404617E-4,241963,16460,1045861,6
0000000374,0,9.718763287371682E-4,241962,16463,1045863,5
0000000375,0,9.725261366399222E-4,241963,16452,1045853,5
0000000376,0,9.718763287371682E-4,241961,16463,1045863,8
0000000377,0,9.728809436945154E-4,241964,16446,1045845,6
0000000378,0,9.725852531760987E-4,241953,16451,1045849,5
0000000379,0,9.710505553195363E-4,241961,16477,1045875,6
